id,estimateId,pathogen,serotype,country,countryAlphaTwoCode,countryAlphaThreeCode,sampleStartDate,sampleEndDate,seroprevalence,city,state,latitude,longitude,unRegion,whoRegion,seroprevalenceStudy95CILower,seroprevalenceStudy95CIUpper,seroprevalenceCalculated95CILower,seroprevalenceCalculated95CIUpper,sampleSize,sampleNumerator,sampleFrame,antibodies,assay,assayOther,sameFrameTargetGroup,antigen,inclusionCriteria,ageGroup,ageMinimum,ageMaximum,pediatricAgeGroup,sex,url,sourceSheetId,sourceSheetName,createdAt,producer,producerOther
66c79a909f0787fb1e455d4a,160930_King_Institute_Guindy_Kaveria_DENV_2013_03,DENV,"['DENV-1', 'DENV-2', 'DENV-3', 'DENV-4']",India,IN,IND,2013-03-15 06:00:00+00:00,2013-04-15 06:00:00+00:00,0.13640000000000002,Chennai,Tamil Nādu,12.990685460865421,80.24692928324698,SOUTHERN_ASIA,SEAR,,,0.06429818464,0.2431413315,66,9.0,Inpatients,"['IgM', 'IgG']",ELISA,,,DENV-1-4,"Patients in Chennai Hospital. All samples selected for the study were from suspected
dengue cases.",Multiple groups,,,,All,https://link.springer.com/article/10.1007/s00705-016-3040-3,recNcHuGtm9fBrZq7,Dengue scenario: Chennai perspective—a six-year study,2024-08-22 20:07:44.559000+00:00,Panbio,
66c79a909f0787fb1e455d55,140619_CDC_Bangui_age03_YF,YF,,Central African Republic,CF,CAF,2009-03-15 06:00:00+00:00,2009-03-29 06:00:00+00:00,0.107,Bangui,Bangui,4.371015781581607,18.637293329088447,MIDDLE_AFRICA,AFR,,,0.06656411286,0.1603387122,187,20.0,Community,"['IgG', 'IgM']",ELISA,,,,Distinct ecologic zones within the country; Ecologic zones were determined based on the length of the dry season; annual rainfall; and associated vegetation,Adults (18-64 years),,,,All,https://doi.org/10.1093/trstmh/tru086,recB0Ds85Ym2wllUi,Yellow fever risk assessment in the Central African Republic,2024-08-22 20:07:44.559000+00:00,,
66c79a909f0787fb1e455d58,090515_ University of Ibadan_Nigeria_WNV,WNV,,Nigeria,NG,NGA,1971-05-15 07:00:00+00:00,1975-05-15 06:00:00+00:00,0.46,,Oyo,7.8989196091546505,4.023034103849784,WESTERN_AFRICA,AFR,,,0.387737593,0.5341616264,189,87.0,Outpatients,,Other,haemagglutination-inhibition,,West Nile antigen,"Blood for virus isolation was fingerprick blood in heparinized
capillary tubes collected routinely from the Outpatients Department of the
University College Hospital and from Igbo-Ora",Multiple groups,,,,All,https://www.cambridge.org/core/journals/epidemiology-and-infection/article/zika-virus-infections-in-nigeria-virological-and-seroepidemiological-investigations-in-oyo-state/37057AE2FA769D4137F58FC813FA5B02,recwpReB59hiZXue4,Zika virus infections in Nigeria: virological and seroepidemiological investigations in Oyo State,2024-08-22 20:07:44.559000+00:00,,
66c79a909f0787fb1e455d5f,160930_King_Institute_Guindy_Kaveri_DENV_P2009,DENV,"['DENV-1', 'DENV-2', 'DENV-3', 'DENV-4']",India,IN,IND,2009-06-15 06:00:00+00:00,2010-06-15 06:00:00+00:00,0.462,Chennai,Tamil Nādu,12.986143351271098,80.30488288757248,SOUTHERN_ASIA,SEAR,,,0.4068789414,0.5188215449,320,148.0,Inpatients,"['IgM', 'IgG']",ELISA,,,DENV-1-4,"Patients in Chennai Hospital. All samples selected for the study were from suspected
dengue cases.",Children and Youth (0-17 years),,,,All,https://link.springer.com/article/10.1007/s00705-016-3040-3,recNcHuGtm9fBrZq7,Dengue scenario: Chennai perspective—a six-year study,2024-08-22 20:07:44.559000+00:00,Panbio,
66c79a909f0787fb1e455d68,180814_EPHI_Tayachew_ZIKV_IgG,ZIKV,,Ethiopia,ET,ETH,2014-05-15 06:00:00+00:00,2014-08-15 06:00:00+00:00,0.5804,Addis Ababa,Ādīs Ābeba,8.957371185389801,38.697261195706666,EASTERN_AFRICA,AFR,,,0.4833993609,0.672958066,112,65.0,Positive cases of a different arbovirus,['IgG'],ELISA,,Positive Cases of Yellow Fever,DENV-specific,All person ≥5 years of age living in the study site were eligible for inclusion,Multiple groups,5.0,65.0,,All,https://bmcpublichealth.biomedcentral.com/articles/10.1186/s12889-018-5726-9,recBpYTzLpwS5KxQB,Sero-prevalence of yellow fever and related Flavi viruses in Ethiopia: a public health perspective,2024-08-22 20:07:44.559000+00:00,,
66c79a909f0787fb1e455d6a,790101_Yale University School of Medicine_St Lucia_Type 2_DENV,DENV,['DENV-2'],Saint Lucia,LC,LCA,1974-01-01 07:00:00+00:00,1974-01-31 07:00:00+00:00,0.302,,,13.972999147087256,-60.90609744417896,CARIBBEAN,AMR,,,,,457,,Community,,Other,Complement fixation (CF),,DENV-2,,Multiple groups,,,,All,https://doi.org/10.1093/ije/8.4.327,recW93DFvXAIKXI6L,A Serological Survey of St Lucia,2024-08-22 20:07:44.559000+00:00,,
66c79a909f0787fb1e455d6b,130307_UniversidadDeAnioquia_Uraba_DENV,DENV,,Colombia,CO,COL,2007-09-01 06:00:00+00:00,2008-08-31 06:00:00+00:00,0.373,San Juan de Urabá,Antioquia,8.821389215100535,-76.49466927898402,SOUTH_AMERICA,AMR,,,,,220,,Inpatients,['IgM'],ELISA,,,,"The selection of the participants was done for convenience, including patients admitted to health centers of each municipality with a history of febrile syndrome malaria, that is, with a negative thick smear inclusion criteria. Every patient with a sudden onset of fever was included (temperature axillary greater than or equal to 38 °C) of less than seven days of evolution, who were between 5 and 65 years old of age, with hemorrhagic manifestations or without they.",Multiple groups,5.0,65.0,,All,http://www.scielo.org.co/pdf/bio/v33s1/v33s1a12.pdf,recLdJowUrPDZupUc,"Etiología y caracterización epidemiológica del síndrome febril no palúdico en tres municipios del Urabá antioqueño, Colombia",2024-08-22 20:07:44.559000+00:00,Other,Focus Diagnostics
66c79a909f0787fb1e455d6c,190515_Hospital Universitari Vall d’Hebron_Spain_ZIKV,ZIKV,,Spain,ES,ESP,2016-01-15 07:00:00+00:00,2017-09-15 06:00:00+00:00,0.283,Barcelona,Catalonia,41.314471736652614,2.0734160771752865,SOUTHERN_EUROPE,EUR,,,0.2288915266,0.3431705014,254,72.0,Pregnant or parturient women,,Other,RT-PCR,Pregnant women,,Inclusion criteria were pregnant women having travelled to any of the vectoral endemic countries 8 weeks before the last menstrual period or during pregnancy; or pregnant women having had sexual intercourse with men that had travelled to any of the vectoral endemic countries in the past 6 months,Adults (18-64 years),,,,Female,https://www.clinicalmicrobiologyandinfection.com/article/S1198-743X(19)30054-0/fulltext,recuwSQSjFeK506hz,Pregnancy outcomes after maternal Zika virus infection in a non-endemic region: prospective cohort study,2024-08-22 20:07:44.559000+00:00,,
66c79a909f0787fb1e455d6e,221017_Colorado School of Public Health_Southwest Guatemala_2016_IgM_DENV,DENV,,Guatemala,GT,GTM,2016-01-15 07:00:00+00:00,2016-02-01 07:00:00+00:00,0.13,Southwest Guatemala,,14.650674019356265,-90.59860431603012,CENTRAL_AMERICA,AMR,,,0.08794029181,0.1900159112,188,25.0,Community,['IgM'],ELISA,,,,"This study was conducted
in 25 communities (estimated population 30,000) within a
200 km2 catchment area along the coastal lowlands of
southwest Guatemala.",Children and Youth (0-17 years),0.0,17.0,Multiple groups,All,https://www.ajtmh.org/view/journals/tpmd/107/5/article-p1099.xml,recAMMs4knTpHnxUY,Repeated Rapid Active Sampling Surveys Demonstrated a Rapidly Changing Zika Seroprevalence among Children in a Rural Dengue-endemic Region in Southwest Guatemala during the Zika Epidemic (2015-2016),2024-08-22 20:07:44.559000+00:00,Other,InBios Inc
66c79a909f0787fb1e455d73,210702_Institut Pasteur in French Guiana_Saül_MAYV,MAYV,,French Guiana,GF,GUF,2017-06-15 06:00:00+00:00,2017-10-15 06:00:00+00:00,0.0,Saül,,3.6623817187109067,-53.301195749654354,SOUTH_AMERICA,AMR,0.0,0.0,0.0,0.0,34,,Community,['IgG'],MIA,,,,1415 households and 2697 individuals were included between June and October 2017 from the 22 municipalities of French Guiana,Multiple groups,2.0,75.0,,All,https://www.mdpi.com/1999-4915/13/7/1299,recNjKQyeap0pJuAa,Spatial Distribution and Burden of Emerging Arboviruses in French Guiana,2024-08-22 20:07:44.559000+00:00,Other,BD Diagnostics
66c79a909f0787fb1e455d74,190718_UnivDschang_Kuiate_DENV_IgG_Douala,DENV,['NS1'],Cameroon,CM,CMR,2016-03-15 06:00:00+00:00,2017-04-15 06:00:00+00:00,0.0,Douala,Littoral,3.9899873354971565,9.693791984306701,MIDDLE_AFRICA,AFR,,,,,77,0.0,Inpatients,['IgG'],ELISA,,,NS1-IgM,Children with oral temperature ≥ 38 °C; fever < 7 days with at least one of specific symptoms (Head ache; joint pain; back ache; abdominal pain; vomiting; fatigue; anorexia and diarrhea) aged 4 months to 15 years recorded in the clinic regardless of gender; ethnicity or tribe were included,Children and Youth (0-17 years),0.0,15.0,Multiple groups,All,https://bmcpublichealth.biomedcentral.com/articles/10.1186/s12889-019-7252-9,recvcLa0GBT87VpBr,A cross-sectional study of acute dengue infection in paediatric clinics in Cameroon,2024-08-22 20:07:44.559000+00:00,Other,Biocan Diagnostics Inc. Canada
66c79a909f0787fb1e455d3f,110412_CWRUniversity_Sutherland_Children02_DENV1,DENV,['DENV-1'],Kenya,KE,KEN,2004-06-15 06:00:00+00:00,2005-06-15 06:00:00+00:00,0.11,Kanyawegi,Kisumu,-0.13940565703878616,34.68007007882065,EASTERN_AFRICA,AFR,,,0.02909858282,0.1929573306,57,6.0,Community,['IgG'],Other,IFA (Indirect Immunofluorescent Assay),Children,DEN-1,"Children
",Children and Youth (0-17 years),3.0,15.0,Multiple groups,All,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3122361/,recitYLSSjjU6pZjP, Short Report: Serologic Evidence of Arboviral Infections among Humans in Kenya ,2024-08-22 20:07:44.559000+00:00,Euroimmun ,
66c79a909f0787fb1e455d47,930615_Ain Shams University_Egypt_age06_WNV,WNV,,Egypt,EG,EGY,1991-05-15 06:00:00+00:00,1991-07-15 06:00:00+00:00,0.0068200000000000005,Kafr Ayoub,Ash Sharqia Governorate,30.02381502882108,31.14774447536025,NORTHERN_AFRICA,EMR,,,,,22,,Community,['IgG'],Other,Enzyme immunoassays (EIA),,,"Specimens and household data were collected during May; June and July 1991 from 915 per
sons (356 males and 559 females) representing
190 households (mean of 4.8 persons/house
hold).",Multiple groups,1.0,80.0,,All,https://www.ajtmh.org/view/journals/tpmd/48/6/article-p776.xml,recMNJrcQPLY1mijN,"Community-Based Prevalence Profile of Arboviral, Rickettsial, and Hantaan-Like Viral Antibody in the Nile River Delta of Egypt",2024-08-22 20:07:44.559000+00:00,Other,USAMRIID
66c79a909f0787fb1e455d4b,180727_University of Khartoum_Bassunda_DENV,DENV,['NS1'],Sudan,SD,SDN,2016-08-15 06:00:00+00:00,2017-05-15 06:00:00+00:00,0.657,Basunda,Al Qadarif State,12.971243415119671,35.921648604030516,NORTHERN_AFRICA,EMR,,,0.534004035,0.7665184653,70,46.0,Community,['IgG'],ELISA,,,non structural protein 1 (NS1) ,"We included in the study any individual aged ≥5 years old. The participants were members of a randomly selected household and residents in Elgadarif State, with or without symptoms.",Multiple groups,5.0,,,All,http://dx.doi.org/10.1186/s12889-018-5853-3,recA2IfqNq5xVDb7a,"Prevalence of dengue fever virus antibodies and associated risk factors among residents of El-Gadarif state, Sudan",2024-08-22 20:07:44.559000+00:00,Euroimmun ,
66c79a909f0787fb1e455d4d,221017_Colorado School of Public Health_Southwest Guatemala_2015_IgM_DENV,DENV,,Guatemala,GT,GTM,2015-04-15 06:00:00+00:00,2015-09-15 06:00:00+00:00,0.01,Southwest Guatemala,,14.597255392204472,-90.56953074089891,CENTRAL_AMERICA,AMR,,,0.00474969354,0.03368883427,343,5.0,Community,['IgM'],ELISA,,,,"This study was conducted
in 25 communities (estimated population 30,000) within a
200 km2 catchment area along the coastal lowlands of
southwest Guatemala.",Children and Youth (0-17 years),0.0,17.0,Multiple groups,All,https://www.ajtmh.org/view/journals/tpmd/107/5/article-p1099.xml,recAMMs4knTpHnxUY,Repeated Rapid Active Sampling Surveys Demonstrated a Rapidly Changing Zika Seroprevalence among Children in a Rural Dengue-endemic Region in Southwest Guatemala during the Zika Epidemic (2015-2016),2024-08-22 20:07:44.559000+00:00,Other,InBios Inc
66c79a909f0787fb1e455d4f,120927_NHL_Karthoum_Seidahmed_DENV_M01,DENV,,Sudan,SD,SDN,2008-11-15 07:00:00+00:00,2009-10-15 06:00:00+00:00,0.0263,Port Sudan,Red Sea,19.521099368078456,37.30986565291955,NORTHERN_AFRICA,EMR,,,0.0006660362,0.1380990298,38,1.0,Community,['IgM'],ELISA,,,,,Children and Youth (0-17 years),0.0,6.0,Multiple groups,Male,https://journals.plos.org/plosntds/article?id=10.1371/journal.pntd.0001821,rec4bA96VagTU0LUh,Spatial and Temporal Patterns of Dengue Transmission along a Red Sea Coastline: A Longitudinal Entomological and Serological Survey in Port Sudan City,2024-08-22 20:07:44.559000+00:00,Panbio,
66c79a909f0787fb1e455d59,190718_UnivDschang_Kuiate_DENV_IgG_Bafia,DENV,['NS1'],Cameroon,CM,CMR,2016-03-15 06:00:00+00:00,2017-04-15 06:00:00+00:00,0.017,Bafia,Centre,4.649193067956247,11.141267479120788,MIDDLE_AFRICA,AFR,,,0.00042187445,0.08939905006,60,1.0,Inpatients,['IgG'],ELISA,,,NS1-IgM,Children with oral temperature ≥ 38 °C; fever < 7 days with at least one of specific symptoms (Head ache; joint pain; back ache; abdominal pain; vomiting; fatigue; anorexia and diarrhea) aged 4 months to 15 years recorded in the clinic regardless of gender; ethnicity or tribe were included,Children and Youth (0-17 years),0.0,15.0,Multiple groups,All,https://bmcpublichealth.biomedcentral.com/articles/10.1186/s12889-019-7252-9,recvcLa0GBT87VpBr,A cross-sectional study of acute dengue infection in paediatric clinics in Cameroon,2024-08-22 20:07:44.559000+00:00,Other,Biocan Diagnostics Inc. Canada
66c79a909f0787fb1e455d5e,20140123_Disease Control and Prevention_Guangdong_DENV_Indigenous,DENV,,China,CN,CHN,2006-01-01 07:00:00+00:00,2011-01-01 07:00:00+00:00,0.782,Guangzhou,Guangdong,23.20420295644878,113.319146392637,EASTERN_ASIA,WPR,,,,,1603,,Community,,ELISA,,,,Case data were collected from the National Notifiable Infectious Diseases Reporting Network. Serum samples were collected and prepared for serological verification and etiological confirmation,,,,,All,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0085596,recuZ8Akk22TAGF9s,"The Prevalence and Endemic Nature of Dengue Infections in Guangdong, South China: An Epidemiological, Serological and Etiological Study from 2005 - 2011",2024-08-22 20:07:44.559000+00:00,Other,"Zhong-shan Biological Engineering Co., Ltd., China"
66c79a909f0787fb1e455d60,160120_Oswaldo Cruz Institute_Brazil_2010_DENV2,DENV,['DENV-2'],Brazil,BR,BRA,2010-06-15 06:00:00+00:00,2013-06-15 06:00:00+00:00,0.125,Campo Grande,Mato Grosso do Sul,-20.40452957746123,-54.655290319374686,SOUTH_AMERICA,AMR,,,0.04728376042,0.2524605086,48,6.0,,"['IgM', 'IgG']",ELISA,,,DEN-2,"The serum and plasma specimens analyzed in this study were
collected during the ongoing epidemics that occurred in 2010
and 2013; in the city of Campo Grande; Mato Grosso do Sul;
Brazil",Multiple groups,,,,All,https://doi.org/10.1093/trstmh/trw013,receVBi48jkXkxEkq,"Dengue epidemics in two distinct periods reveal distinct epidemiological, laboratorial and clinical aspects in a same scenario: analysis of the 2010 and 2013 epidemics in Mato Grosso do Sul, Brazil",2024-08-22 20:07:44.559000+00:00,Panbio,
66c79a909f0787fb1e455d61,160930_King_Institute_Guindy_Kaveri_DENV_P2010,DENV,"['DENV-1', 'DENV-2', 'DENV-3', 'DENV-4']",India,IN,IND,2010-06-15 06:00:00+00:00,2011-06-15 06:00:00+00:00,0.397,Chennai,Tamil Nādu,13.095793864785376,80.27136232908474,SOUTHERN_ASIA,SEAR,,,0.326963103,0.4720463649,186,74.0,Inpatients,"['IgM', 'IgG']",ELISA,,,DENV-1-4,"Patients in Chennai Hospital. All samples selected for the study were from suspected
dengue cases.",Children and Youth (0-17 years),,,,All,https://link.springer.com/article/10.1007/s00705-016-3040-3,recNcHuGtm9fBrZq7,Dengue scenario: Chennai perspective—a six-year study,2024-08-22 20:07:44.559000+00:00,Panbio,
66c79a909f0787fb1e455d62,900615_OsWaldo Cruz Foundation_Lins Vast._1987_F_DENV,DENV,['DENV-1'],Brazil,BR,BRA,1987-12-01 07:00:00+00:00,1987-12-31 07:00:00+00:00,0.438,Rio de Janeiro,Rio de Janeiro,-22.86122832887229,-43.14141812897365,SOUTH_AMERICA,AMR,,,,,89,,Students and Daycares,"['IgG', 'IgM']",HAI,,School children,DENV-1,"Elementary public schools were selected
in five districts of the city of Rio de Janeiro",Children and Youth (0-17 years),4.0,14.0,Multiple groups,Female,https://iris.paho.org/bitstream/handle/10665.2/27164/ev24n2p217.pdf?sequence=1&isAllowed=y,rec7gohw0D5yZ2UuJ,"Dengue serologic survey of schoolchildren in Rio de Janeiro, Brazil, in 1986 and 1987",2024-08-22 20:07:44.559000+00:00,,
66c79a909f0787fb1e455d67,160930_King_Institute_Guindy_Kaveria_DENV_2013_10,DENV,"['DENV-1', 'DENV-2', 'DENV-3', 'DENV-4']",India,IN,IND,2013-10-15 06:00:00+00:00,2013-11-15 07:00:00+00:00,0.18510000000000001,Chennai,Tamil Nādu,13.170565827264753,80.22013970263214,SOUTHERN_ASIA,SEAR,,,0.155583515,0.2176452546,632,117.0,Inpatients,"['IgM', 'IgG']",ELISA,,,DENV-1-4,"Patients in Chennai Hospital. All samples selected for the study were from suspected
dengue cases.",Multiple groups,,,,All,https://link.springer.com/article/10.1007/s00705-016-3040-3,recNcHuGtm9fBrZq7,Dengue scenario: Chennai perspective—a six-year study,2024-08-22 20:07:44.559000+00:00,Panbio,
66c79a909f0787fb1e455d76,190213_UnivHospitalBarcelona_Carreras_ZIKV_IgM_Probable,ZIKV,,Spain,ES,ESP,2016-01-15 07:00:00+00:00,2017-09-15 06:00:00+00:00,0.097,Barcelona,Catalonia,41.359162253088776,2.0899719175380094,SOUTHERN_EUROPE,EUR,,,0.03634958169,0.1988303763,62,6.0,Pregnant or parturient women,['IgM'],ELISA,,Pregnant women; Probable infection,,"pregnant women who tested positive for ZIKV in a tertiary healthcare centre in Barcelona (Catalonia, Spain)",Adults (18-64 years),,,,Female,https://www.clinicalmicrobiologyandinfection.com/article/S1198-743X(19)30054-0/fulltext,recEVFLyHiRkUcNe8,Pregnancy outcomes after maternal Zika virus infection in a non-endemic region: prospective cohort study,2024-08-22 20:07:44.559000+00:00,,
66c79a909f0787fb1e455d3a,060906_MinistryPublicHealth_Gonzalez_DENV_Male,DENV,"['DENV-1', 'DENV-2', 'DENV-3', 'DENV-4']",Thailand,TH,THA,2001-03-27 07:00:00+00:00,2001-04-11 06:00:00+00:00,0.13699999999999998,Nakhon Pathom Province,Nakhon Pathom,13.795341390876855,100.00191076371432,SOUTH_EASTERN_ASIA,SEAR,,,0.08880651566,0.1983113625,168,23.0,Community,"['IgG', 'IgM']",ELISA,,,"DEN1,DEN2,DEN3,DEN4",Healthy volunteers from rural area of Nakhon Pathom Province,,,,,Male,https://pubmed.ncbi.nlm.nih.gov/17333731/,recMQUmTxf1CXwtQk,Silent transmission of virus during a Dengue epidemic Nakhon Pathom Province Thailand 2001,2024-08-22 20:07:44.559000+00:00,,
66c79a909f0787fb1e455d43,900615_OsWaldo Cruz Foundation_Penha_1987_M_DENV,DENV,['DENV-1'],Brazil,BR,BRA,1987-12-01 07:00:00+00:00,1987-12-31 07:00:00+00:00,0.743,Rio de Janeiro,Rio de Janeiro,-22.857800855690304,-43.24879557741431,SOUTH_AMERICA,AMR,,,,,39,,Students and Daycares,"['IgG', 'IgM']",HAI,,School children,DENV-1,"Elementary public schools were selected
in five districts of the city of Rio de Janeiro",Children and Youth (0-17 years),4.0,14.0,Multiple groups,Male,https://iris.paho.org/bitstream/handle/10665.2/27164/ev24n2p217.pdf?sequence=1&isAllowed=y,rec7gohw0D5yZ2UuJ,"Dengue serologic survey of schoolchildren in Rio de Janeiro, Brazil, in 1986 and 1987",2024-08-22 20:07:44.559000+00:00,,
